customer_id,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,join_date,default_flag,age,education_level,repayment_history,inflation_rate,unemployment_rate,economic_indicator_date,join_year,join_month,join_day,join_weekday,debt_to_income_ratio,average_monthly_transactions,spending_to_income_ratio,gender_Female,gender_Male,gender_Other,region_East,region_North,region_South,region_West,employment_type_Salaried,employment_type_Self-Employed,employment_type_Unemployed,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other
CUST100026,338577.05,250516.65,754.9,46,73.56,2023-11-12,0,37.0,Primary,0,6.0,6.2,2026-01-01,2023,11,12,6,0.7399103099279766,7.666666666666667,0.7356,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
CUST100027,2802660.61,1515151.51,648.5,36,37.99,2021-07-25,0,23.0,Graduate,0,6.0,6.2,2026-01-01,2021,7,25,6,0.5406118402613151,6.0,0.3799,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST100028,701327.3,68205.12,689.32,52,37.32,2022-08-26,0,40.0,Graduate,1,4.7,5.1,2026-01-01,2022,8,26,4,0.09725148300943082,8.666666666666666,0.3732,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
CUST100029,340090.67,240557.55,610.08,49,15.5,2024-01-07,0,29.0,Graduate,4,4.9,4.4,2026-01-01,2024,1,7,6,0.7073335766606006,8.166666666666666,0.155,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
CUST100030,4000000.0,1563431.13,701.88,39,41.58,2023-07-09,0,33.0,Graduate,1,4.9,4.4,2026-01-01,2023,7,9,6,0.3908577825,6.5,0.4158,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
CUST100031,484037.38,80976.36,650.25,44,61.0,2025-11-25,0,29.0,Post-Graduate,0,4.9,4.4,2026-01-01,2025,11,25,1,0.16729360860518666,7.333333333333333,0.61,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
CUST100032,579391.5,428487.66,748.04,43,60.77,2025-07-13,0,56.0,Graduate,2,5.2,4.8,2026-01-01,2025,7,13,6,0.7395477151459764,7.166666666666667,0.6077,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
CUST100033,602889.14,79539.79,730.28,34,48.24,2019-11-15,0,36.0,Secondary,0,6.0,6.2,2026-01-01,2019,11,15,4,0.1319310379351003,5.666666666666667,0.4824,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST100034,407727.14,123587.56,647.78,41,20.35,2023-03-17,0,24.0,Graduate,1,5.2,4.8,2026-01-01,2023,3,17,4,0.3031134007905385,6.833333333333333,0.20350000000000001,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
CUST100035,744725.71,118126.32,671.77,43,40.68,2021-11-14,0,45.0,Graduate,1,4.7,5.1,2026-01-01,2021,11,14,6,0.1586172176061976,7.166666666666667,0.4068,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST100036,192686.65,38257.69,644.18,48,48.22,2019-05-23,0,23.0,Graduate,1,5.2,4.8,2026-01-01,2019,5,23,3,0.19854873184001073,8.0,0.48219999999999996,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST100037,1181117.7,369331.08,587.74,42,14.79,2023-09-29,0,38.0,Secondary,1,6.0,6.2,2026-01-01,2023,9,29,4,0.31269625372644916,7.0,0.1479,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST100038,349561.56,24207.45,624.27,31,20.43,2022-03-18,0,18.0,Secondary,2,6.0,6.2,2026-01-01,2022,3,18,4,0.06925089246083008,5.166666666666667,0.2043,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
CUST100039,671944.56,297486.58,692.88,59,53.61,2023-09-13,1,21.0,Post-Graduate,6,5.2,4.8,2026-01-01,2023,9,13,2,0.4427248878984897,9.833333333333334,0.5361,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
CUST100040,982704.22,80891.36,701.14,47,53.3,2025-11-23,1,38.0,Graduate,6,4.7,5.1,2026-01-01,2025,11,23,6,0.08231506322421206,7.833333333333333,0.5329999999999999,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CUST100041,580865.25,299319.49,679.985,39,16.64,2019-12-29,0,44.0,Post-Graduate,5,4.7,5.1,2026-01-01,2019,12,29,6,0.5152993572950009,6.5,0.1664,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
CUST100042,594084.22,60816.8,660.39,44,51.26,2020-10-11,0,38.0,Graduate,1,4.7,5.1,2026-01-01,2020,10,11,6,0.10237067060963176,7.333333333333333,0.5126,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CUST100043,372534.54,86516.92,740.65,31,36.64,2025-03-06,0,35.0,Graduate,2,5.2,4.8,2026-01-01,2025,3,6,3,0.23223865362927154,5.166666666666667,0.3664,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
CUST100044,2058183.1,805701.77,684.13,47,50.92,2020-07-02,0,33.0,Graduate,0,4.7,5.1,2026-01-01,2020,7,2,3,0.3914626303170014,7.833333333333333,0.5092,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
CUST100045,870691.46,662987.48,679.985,41,25.81,2022-02-09,0,20.0,Post-Graduate,4,4.9,4.4,2026-01-01,2022,2,9,2,0.7614493887421384,6.833333333333333,0.2581,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
CUST100046,358325.09,101749.1,679.985,45,47.7,2019-09-20,0,28.0,Graduate,1,5.2,4.8,2026-01-01,2019,9,20,4,0.2839575090876277,7.5,0.47700000000000004,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
CUST100047,716926.06,438373.15,425.04,31,52.48,2022-04-16,1,31.0,Graduate,1,5.2,4.8,2026-01-01,2022,4,16,5,0.6114621499461186,5.166666666666667,0.5247999999999999,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
CUST100048,344662.25,110590.49,698.45,43,29.57,2021-02-04,0,48.0,Secondary,2,4.7,5.1,2026-01-01,2021,2,4,3,0.32086626835401905,7.166666666666667,0.2957,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
CUST100049,1676226.18,1158042.86,587.39,36,35.3,2024-08-10,0,40.0,Graduate,1,4.9,4.4,2026-01-01,2024,8,10,5,0.690863126836499,6.0,0.353,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
CUST100050,725436.28,20000.0,666.19,35,25.64,2025-01-04,0,18.0,Graduate,1,6.0,6.2,2026-01-01,2025,1,4,5,0.02756961645204731,5.833333333333333,0.2564,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST100051,380095.21,137966.21,660.36,42,77.33,2021-05-25,0,40.0,Secondary,0,6.0,6.2,2026-01-01,2021,5,25,1,0.36297802858394346,7.0,0.7733,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
CUST100052,953984.35,564098.06,783.18,34,33.04,2024-02-03,0,32.0,Secondary,1,4.7,5.1,2026-01-01,2024,2,3,5,0.591307456982916,5.666666666666667,0.33039999999999997,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
CUST100053,557816.88,124418.33,706.0,40,22.48,2022-02-26,0,29.0,Secondary,2,6.0,6.2,2026-01-01,2022,2,26,5,0.22304511473370975,6.666666666666667,0.2248,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
CUST100054,320040.2,214540.5,690.78,47,24.82,2024-04-06,0,43.0,Secondary,0,5.2,4.8,2026-01-01,2024,4,6,5,0.6703548491720728,7.833333333333333,0.2482,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
CUST100055,801550.4,173074.08,734.4,44,37.2,2020-09-20,0,47.0,Secondary,3,6.0,6.2,2026-01-01,2020,9,20,6,0.21592413901858196,7.333333333333333,0.37200000000000005,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
CUST100056,789212.31,721171.36,703.95,43,50.25,2023-03-06,0,46.0,Graduate,2,4.9,4.4,2026-01-01,2023,3,6,0,0.91378625353677,7.166666666666667,0.5025,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
CUST100057,1215275.23,618094.83,650.25,48,18.43,2023-09-21,0,27.0,Post-Graduate,3,6.0,6.2,2026-01-01,2023,9,21,3,0.5086048120967626,8.0,0.1843,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST100058,673473.95,230219.99,749.65,44,84.96,2020-10-14,0,33.0,Graduate,2,4.9,4.4,2026-01-01,2020,10,14,2,0.34183948762977395,7.333333333333333,0.8495999999999999,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
CUST100059,14220862.78,2072936.06,607.87,50,40.59,2024-07-29,1,40.0,Secondary,2,4.9,4.4,2026-01-01,2024,7,29,0,0.14576724999522148,8.333333333333334,0.40590000000000004,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
CUST100060,709844.22,198736.03,701.01,47,43.78,2022-02-02,1,36.0,Primary,3,5.2,4.8,2026-01-01,2022,2,2,2,0.2799713294840944,7.833333333333333,0.4378,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST100061,671944.56,1251159.8,679.985,39,33.4,2020-04-10,1,36.0,Graduate,1,4.9,4.4,2026-01-01,2020,4,10,4,1.8619985553570073,6.5,0.33399999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
CUST100062,548085.84,238506.22,693.26,42,35.33,2021-02-02,0,34.0,Graduate,2,5.2,4.8,2026-01-01,2021,2,2,1,0.4351621636494021,7.0,0.3533,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
CUST100063,841488.71,444352.98,692.54,48,32.6,2021-10-16,0,24.0,Post-Graduate,4,6.0,6.2,2026-01-01,2021,10,16,5,0.528055783422216,8.0,0.326,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST100064,912494.78,749347.15,788.97,49,57.05,2021-07-17,0,23.0,Graduate,2,5.2,4.8,2026-01-01,2021,7,17,5,0.8212070539187084,8.166666666666666,0.5705,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST100065,787882.88,180295.87,679.985,46,34.87,2022-10-13,0,45.0,Graduate,1,5.2,4.8,2026-01-01,2022,10,13,3,0.22883587723088994,7.666666666666667,0.34869999999999995,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST100066,536799.59,233815.84,640.94,43,50.58,2020-11-05,0,51.0,Secondary,2,4.7,5.1,2026-01-01,2020,11,5,3,0.4355738051141209,7.166666666666667,0.5058,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
CUST100067,694578.07,466141.17,679.985,44,28.42,2021-10-05,0,35.0,Graduate,5,4.7,5.1,2026-01-01,2021,10,5,1,0.6711141484786585,7.333333333333333,0.2842,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CUST100068,617365.11,146606.96,701.8,49,38.45,2022-05-11,0,47.0,Secondary,2,4.7,5.1,2026-01-01,2022,5,11,2,0.23747205280194728,8.166666666666666,0.3845,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CUST100069,1909388.02,310067.5,691.72,41,23.79,2023-06-24,0,40.0,Post-Graduate,1,6.0,6.2,2026-01-01,2023,6,24,5,0.16239103668409943,6.833333333333333,0.2379,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
CUST100070,505325.25,266976.68,617.85,41,62.76,2019-10-08,0,29.0,Graduate,0,5.2,4.8,2026-01-01,2019,10,8,1,0.5283264194694407,6.833333333333333,0.6275999999999999,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
CUST100071,393489.42,132204.6,679.985,47,23.46,2022-07-04,0,40.0,Secondary,4,5.2,4.8,2026-01-01,2022,7,4,0,0.33598006269139336,7.833333333333333,0.2346,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST100072,647786.67,458043.02,760.93,41,29.94,2019-11-20,0,53.0,Secondary,0,6.0,6.2,2026-01-01,2019,11,20,2,0.7070892953076666,6.833333333333333,0.2994,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST100073,623150.68,33916.61,676.65,36,30.09,2023-08-13,1,36.0,Secondary,2,4.7,5.1,2026-01-01,2023,8,13,6,0.054427622545481294,6.0,0.3009,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST100074,724322.18,545012.33,704.4,35,29.53,2021-12-21,0,53.0,Graduate,2,4.9,4.4,2026-01-01,2021,12,21,1,0.7524446234685233,5.833333333333333,0.2953,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
CUST100075,8188961.32,921684.11,672.51,39,49.51,2025-02-12,0,18.0,Secondary,2,6.0,6.2,2026-01-01,2025,2,12,2,0.11255201654805227,6.5,0.4951,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
CUST100076,690680.8,314768.96,603.1,34,30.06,2020-06-25,1,45.0,Graduate,2,4.9,4.4,2026-01-01,2020,6,25,3,0.4557372378094193,5.666666666666667,0.3006,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
CUST100077,698025.92,347858.82,740.7,32,68.34,2022-08-20,0,37.0,Secondary,3,6.0,6.2,2026-01-01,2022,8,20,5,0.4983465656977322,5.333333333333333,0.6834,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST100078,1069842.47,142473.3,712.71,32,23.63,2023-12-16,0,33.0,Graduate,0,4.7,5.1,2026-01-01,2023,12,16,5,0.13317222300961748,5.333333333333333,0.23629999999999998,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
CUST100079,671944.56,122362.21,829.87,43,37.96,2020-09-30,0,37.0,Post-Graduate,1,6.0,6.2,2026-01-01,2020,9,30,2,0.1821016454095558,7.166666666666667,0.3796,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
CUST100080,687686.89,475692.87,613.99,40,24.12,2020-03-11,0,18.0,Graduate,1,4.7,5.1,2026-01-01,2020,3,11,2,0.6917288622442693,6.666666666666667,0.2412,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CUST100081,863473.21,662052.6,733.47,32,42.84,2025-03-10,0,34.0,Graduate,1,4.7,5.1,2026-01-01,2025,3,10,0,0.7667320680394937,5.333333333333333,0.42840000000000006,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST100082,1047521.99,305217.24,594.75,42,34.73,2022-11-30,1,40.0,Secondary,1,4.9,4.4,2026-01-01,2022,11,30,2,0.29137072339646064,7.0,0.34729999999999994,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
CUST100083,378399.56,182135.0,690.23,47,32.49,2021-08-19,0,52.0,Secondary,3,4.7,5.1,2026-01-01,2021,8,19,3,0.4813298408697938,7.833333333333333,0.3249,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST100084,326423.64,128419.39,743.47,44,61.92,2022-03-03,0,30.0,Graduate,0,4.9,4.4,2026-01-01,2022,3,3,3,0.39341326504416163,7.333333333333333,0.6192,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
CUST100085,1651577.48,249658.51,545.31,46,25.57,2021-07-05,0,27.0,Graduate,3,4.9,4.4,2026-01-01,2021,7,5,0,0.15116366808295303,7.666666666666667,0.2557,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
CUST100086,957392.89,541578.98,666.68,34,46.38,2025-10-04,1,36.0,Graduate,1,4.9,4.4,2026-01-01,2025,10,4,5,0.5656810131522911,5.666666666666667,0.46380000000000005,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
CUST100087,576116.39,478261.65,643.39,44,24.2,2025-06-24,0,46.0,Primary,2,4.9,4.4,2026-01-01,2025,6,24,1,0.8301476199974106,7.333333333333333,0.242,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
CUST100088,657081.74,239133.4,634.37,53,36.95,2025-02-13,0,40.0,Secondary,1,4.7,5.1,2026-01-01,2025,2,13,3,0.3639324994786798,8.833333333333334,0.36950000000000005,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
CUST100089,523775.64,379183.51,705.04,62,19.72,2023-02-08,1,30.0,Primary,2,4.7,5.1,2026-01-01,2023,2,8,2,0.7239426216919901,10.333333333333334,0.1972,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
CUST100090,730096.53,153476.9,752.84,43,25.47,2025-01-18,0,42.0,Post-Graduate,4,6.0,6.2,2026-01-01,2025,1,18,5,0.21021453149489697,7.166666666666667,0.2547,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST100091,380871.45,279659.65,671.34,42,33.65,2019-05-09,0,37.0,Secondary,1,4.7,5.1,2026-01-01,2019,5,9,3,0.7342625707440136,7.0,0.33649999999999997,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
CUST100092,1031804.21,445149.2,693.36,44,83.63,2019-10-31,0,47.0,Graduate,0,6.0,6.2,2026-01-01,2019,10,31,3,0.4314279741114838,7.333333333333333,0.8362999999999999,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST100093,715850.78,310455.08,687.43,47,36.74,2021-07-05,0,28.0,Primary,3,6.0,6.2,2026-01-01,2021,7,5,0,0.4336868641813871,7.833333333333333,0.3674,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
CUST100094,15517425.09,6754321.44,680.12,47,77.45,2022-03-31,0,32.0,Graduate,3,6.0,6.2,2026-01-01,2022,3,31,3,0.43527333954089675,7.833333333333333,0.7745000000000001,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST100095,397543.38,66275.79,609.19,36,38.9,2021-07-10,0,32.0,Secondary,1,4.7,5.1,2026-01-01,2021,7,10,5,0.1667133533955464,6.0,0.389,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
CUST100096,867243.04,602771.13,752.05,31,29.07,2021-11-25,0,20.0,Post-Graduate,1,5.2,4.8,2026-01-01,2021,11,25,3,0.6950429143830316,5.166666666666667,0.2907,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST100097,402597.76,211181.21,679.985,38,73.28,2022-06-04,0,39.0,Post-Graduate,4,4.7,5.1,2026-01-01,2022,6,4,5,0.5245464107897669,6.333333333333333,0.7328,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST100098,444206.43,128912.09,705.67,42,43.17,2025-01-07,0,39.0,Secondary,2,5.2,4.8,2026-01-01,2025,1,7,1,0.2902076181112462,7.0,0.43170000000000003,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
CUST100099,682091.91,444008.82,627.58,35,25.71,2020-08-15,0,36.0,Post-Graduate,1,4.9,4.4,2026-01-01,2020,8,15,5,0.6509515997631463,5.833333333333333,0.2571,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
CUST100100,2581187.67,885344.9,650.15,41,43.87,2024-09-25,0,33.0,Post-Graduate,2,4.7,5.1,2026-01-01,2024,9,25,2,0.34299904276235754,6.833333333333333,0.4387,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
CUST100101,714282.64,483493.89,668.55,43,30.41,2021-07-28,0,20.0,Post-Graduate,1,5.2,4.8,2026-01-01,2021,7,28,2,0.6768943593533226,7.166666666666667,0.3041,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST100102,158243.01,55413.31,580.28,47,13.47,2025-03-28,0,31.0,Post-Graduate,1,5.2,4.8,2026-01-01,2025,3,28,4,0.35017856396942904,7.833333333333333,0.13470000000000001,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
CUST100103,456503.61,35048.38,679.985,47,54.85,2023-04-12,0,32.0,Secondary,2,6.0,6.2,2026-01-01,2023,4,12,2,0.07677569077712222,7.833333333333333,0.5485,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
CUST100104,946738.93,325308.04,640.95,52,59.2,2021-09-28,0,27.0,Graduate,2,6.0,6.2,2026-01-01,2021,9,28,1,0.34360902429564183,8.666666666666666,0.5920000000000001,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST100105,349435.45,285178.14,713.96,38,84.57,2025-01-21,0,34.0,Primary,0,4.7,5.1,2026-01-01,2025,1,21,1,0.8161110728748329,6.333333333333333,0.8456999999999999,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
CUST100106,671944.56,644623.5,637.55,38,42.86,2023-05-30,0,40.0,Secondary,2,5.2,4.8,2026-01-01,2023,5,30,1,0.9593403062895545,6.333333333333333,0.4286,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST100107,709332.0,287394.16,613.78,42,31.06,2023-06-16,0,57.0,Post-Graduate,2,4.7,5.1,2026-01-01,2023,6,16,4,0.40516170143176955,7.0,0.3106,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
CUST100108,1121253.26,61724.92,627.05,42,52.26,2023-05-17,1,38.0,Secondary,1,4.7,5.1,2026-01-01,2023,5,17,2,0.05504993581913866,7.0,0.5226,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
CUST100109,477996.11,166785.16,650.4,37,52.63,2022-01-08,0,39.0,Graduate,1,6.0,6.2,2026-01-01,2022,1,8,5,0.34892576845447554,6.166666666666667,0.5263,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
CUST100110,457941.39,381137.44,657.0,42,76.84,2024-12-27,0,35.0,Post-Graduate,2,6.0,6.2,2026-01-01,2024,12,27,4,0.8322843235462949,7.0,0.7684000000000001,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
